	clustering_label_bert	is_movie	title
705	977	1	Double Life of Veronique, The (Double Vie de Véronique, La) (1991)
706	123	1	Enchanted April (1992)
707	793	1	Paths of Glory (1957)
708	342	1	Grifters, The (1990)
709	214	1	English Patient, The (1996)
710	268	1	Mediterraneo (1991)
711	312	1	Sex, Lies, and Videotape (1989)
712	767	1	Strictly Ballroom (1992)
713	642	1	One Flew Over the Cuckoo's Nest (1975)
714	805	1	Cheech and Chong's Up in Smoke (1978)
715	256	1	Star Wars: Episode V - The Empire Strikes Back (1980)
716	320	1	Princess Bride, The (1987)
717	206	1	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
718	32	1	Brazil (1985)
719	548	1	Aliens (1986)
720	317	1	Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)
721	457	1	Withnail & I (1987)
722	91	1	12 Angry Men (1957)
723	480	1	Lawrence of Arabia (1962)
724	11	1	Clockwork Orange, A (1971)
725	175	1	To Kill a Mockingbird (1962)
726	837	1	Apocalypse Now (1979)
727	317	1	Once Upon a Time in the West (C'era una volta il West) (1968)
728	256	1	Star Wars: Episode VI - Return of the Jedi (1983)
729	327	1	Wings of Desire (Himmel über Berlin, Der) (1987)
730	768	1	Third Man, The (1949)
731	80	1	Goodfellas (1990)
732	891	1	Alien (1979)
733	460	1	Army of Darkness (1993)
734	165	1	Big Blue, The (Grand bleu, Le) (1988)
735	42	1	Ran (1985)
736	22	1	Killer, The (Die xue shuang xiong) (1989)
737	38	1	Psycho (1960)
738	520	1	Blues Brothers, The (1980)
739	399	1	Godfather: Part II, The (1974)
740	543	1	Full Metal Jacket (1987)
741	727	1	Henry V (1989)
742	282	1	Amadeus (1984)
743	265	1	Quiet Man, The (1952)
744	57	1	Once Upon a Time in America (1984)
745	185	1	Raging Bull (1980)
746	912	1	Annie Hall (1977)
747	108	1	Right Stuff, The (1983)
748	170	1	Stalker (1979)
749	710	1	Boot, Das (Boat, The) (1981)
750	886	1	Sting, The (1973)
751	156	1	Harold and Maude (1971)
752	178	1	Trust (1990)
753	415	1	Seventh Seal, The (Sjunde inseglet, Det) (1957)
754	49	1	Local Hero (1983)
755	300	1	Terminator, The (1984)
756	181	1	Dead Alive (Braindead) (1992)
757	488	1	Glory (1989)
758	518	1	Rosencrantz and Guildenstern Are Dead (1990)
759	912	1	Manhattan (1979)
760	607	1	Miller's Crossing (1990)
761	876	1	Dead Poets Society (1989)
762	191	1	Graduate, The (1967)
763	93	1	Touch of Evil (1958)
764	115	1	Femme Nikita, La (Nikita) (1990)
765	856	1	Bridge on the River Kwai, The (1957)
766	723	1	8 1/2 (8½) (1963)
767	719	1	Chinatown (1974)
768	507	1	Day the Earth Stood Still, The (1951)
769	356	1	Treasure of the Sierra Madre, The (1948)
770	885	1	Bad Taste (1987)
771	525	1	Duck Soup (1933)
772	446	1	Better Off Dead... (1985)
773	311	1	Shining, The (1980)
774	612	1	Stand by Me (1986)
775	136	1	M (1931)
776	460	1	Evil Dead II (Dead by Dawn) (1987)
777	726	1	Great Escape, The (1963)
778	646	1	Deer Hunter, The (1978)
779	28	1	Diva (1981)
780	36	1	Groundhog Day (1993)
781	154	1	Unforgiven (1992)
782	103	1	Manchurian Candidate, The (1962)
783	819	1	Pump Up the Volume (1990)
784	471	1	Arsenic and Old Lace (1944)
785	933	1	Back to the Future (1985)
786	787	1	Fried Green Tomatoes (1991)
787	793	1	Patton (1970)
788	350	1	Down by Law (1986)
789	329	1	Akira (1988)
790	72	1	Highlander (1986)
791	443	1	Cool Hand Luke (1967)
792	149	1	Cyrano de Bergerac (1990)
793	487	1	Young Frankenstein (1974)
794	192	1	Night on Earth (1991)
795	241	1	Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
796	491	1	Great Dictator, The (1940)
797	210	1	Fantasia (1940)
798	96	1	High Noon (1952)
799	378	1	Big Sleep, The (1946)
800	337	1	Heathers (1989)
801	832	1	Somewhere in Time (1980)
802	173	1	Ben-Hur (1959)
803	324	1	This Is Spinal Tap (1984)
804	829	1	Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
805	53	1	Some Kind of Wonderful (1987)
806	206	1	Indiana Jones and the Last Crusade (1989)
807	74	1	Being There (1979)
808	923	1	Gandhi (1982)
809	813	1	Unbearable Lightness of Being, The (1988)
810	198	1	Room with a View, A (1986)
811	523	1	Real Genius (1985)
812	649	1	Pink Floyd: The Wall (1982)
813	366	1	Killing Fields, The (1984)
814	948	1	My Life as a Dog (Mitt liv som hund) (1985)
815	134	1	Forbidden Planet (1956)
816	885	1	Field of Dreams (1989)
817	242	1	Man Who Would Be King, The (1975)
818	886	1	Butch Cassidy and the Sundance Kid (1969)
819	241	1	Paris, Texas (1984)
820	199	1	Until the End of the World (Bis ans Ende der Welt) (1991)
821	741	1	When Harry Met Sally... (1989)
822	925	1	Parallel Sons (1995)
823	692	1	Santa with Muscles (1996)
824	984	1	Female Perversions (1996)
825	231	1	Mad Dog Time (1996)
826	75	1	I'm Not Rappaport (1996)
827	545	1	Blue Juice (1995)
828	891	1	Alien³ (a.k.a. Alien 3) (1992)
829	735	1	American Werewolf in London, An (1981)
830	796	1	Amityville 1992: It's About Time (1992)
831	998	1	Amityville 3-D (1983)
832	796	1	Amityville: Dollhouse (1996)
833	461	1	Amityville: A New Generation (1993)
834	796	1	Amityville II: The Possession (1982)
835	796	1	Amityville Horror, The (1979)
836	796	1	Amityville Curse, The (1990)
837	179	1	Blood for Dracula (Andy Warhol's Dracula) (1974)
838	181	1	April Fool's Day (1986)
839	415	1	Believers, The (1987)
840	36	1	Birds, The (1963)
841	51	1	Blood Beach (1981)
842	918	1	Body Parts (1991)
843	768	1	Body Snatcher, The (1945)
844	957	1	Dracula (Bram Stoker's Dracula) (1992)
845	189	1	Bride of Frankenstein, The (Bride of Frankenstein) (1935)
846	395	1	Burnt Offerings (1976)
847	395	1	Candyman (1992)
848	466	1	Cape Fear (1991)
849	175	1	Cape Fear (1962)
850	467	1	Carrie (1976)
851	624	1	Cat People (1982)
852	51	1	Nightmare on Elm Street, A (1984)
853	451	1	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)
854	742	1	Omen, The (1976)
855	231	1	Albino Alligator (1996)
856	53	1	Mirror Has Two Faces, The (1996)
857	144	1	Nightwatch (1997)
858	687	1	Star Trek: First Contact (1996)
859	556	1	Shine (1996)
860	394	1	Sling Blade (1996)
861	600	1	Jingle All the Way (1996)
862	281	1	Preacher's Wife, The (1996)
863	88	1	Crucible, The (1996)
864	498	1	101 Dalmatians (1996)
865	393	1	Die Hard 2 (1990)
866	165	1	Star Trek: The Motion Picture (1979)
867	77	1	Star Trek VI: The Undiscovered Country (1991)
868	687	1	Star Trek V: The Final Frontier (1989)
869	687	1	Star Trek IV: The Voyage Home (1986)
870	855	1	Batman Returns (1992)
871	714	1	Young Guns II (1990)
872	414	1	Grease (1978)
873	414	1	Grease 2 (1982)
874	955	1	Marked for Death (1990)
875	710	1	Adrenalin: Fear the Rush (1996)
876	748	1	Under Siege (1992)
877	51	1	Jaws (1975)
878	663	1	Jaws 2 (1978)
879	663	1	Jaws 3-D (1983)
880	257	1	Mars Attacks! (1996)
881	223	1	Citizen Ruth (1996)
882	519	1	Jerry Maguire (1996)
883	607	1	Raising Arizona (1987)
884	63	1	Tin Men (1987)
885	398	1	Sneakers (1992)
886	202	1	Bastard Out of Carolina (1996)
887	761	1	Marvin's Room (1996)
888	213	1	La Cérémonie (1995)
889	51	1	Scream (1996)
890	212	1	Last of the Mohicans, The (1992)
891	737	1	Michael (1996)
892	646	1	Evening Star, The (1996)
893	518	1	Hamlet (1996)
894	757	1	Whole Wide World, The (1996)
895	493	1	Evita (1996)
896	740	1	Walkabout (1971)
897	290	1	Fierce Creatures (1997)
898	829	1	Turbulence (1997)
899	5	1	First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
900	684	1	Metro (1997)
901	123	1	The Machine (1994)
902	752	1	Cement Garden, The (1993)
903	387	1	Dante's Peak (1997)
904	988	1	Amos & Andrew (1993)
905	468	1	Benny & Joon (1993)
906	273	1	Prefontaine (1997)
907	123	1	Kolya (Kolja) (1996)
908	185	1	Gridlock'd (1997)
909	590	1	Waiting for Guffman (1996)
910	170	1	Prisoner of the Mountains (Kavkazsky plennik) (1996)
911	305	1	SubUrbia (1997)
912	441	1	Pest, The (1997)
913	180	1	Fools Rush In (1997)
914	154	1	Absolute Power (1997)
915	345	1	That Darn Cat (1997)
916	92	1	Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)
917	144	1	Lost Highway (1997)
918	738	1	Rosewood (1997)
919	399	1	Donnie Brasco (1997)
920	1	1	City of Industry (1997)
921	80	1	Best Men (1997)
922	340	1	Kama Sutra: A Tale of Love (1996)
923	738	1	Love Jones (1997)
924	33	1	Saint, The (1997)
925	593	1	Smilla's Sense of Snow (1997)
926	666	1	Crash (1996)
927	531	1	Daytrippers, The (1996)
928	986	1	Liar Liar (1997)
929	84	1	Quiet Room, The (1996)
930	336	1	Selena (1997)
931	299	1	Devil's Own, The (1997)
932	345	1	Cats Don't Dance (1997)
933	899	1	B*A*P*S (1997)
934	53	1	Love and Other Catastrophes (1996)
935	72	1	Turbo: A Power Rangers Movie (1997)
936	413	1	Anna Karenina (1997)
937	95	1	Inventing the Abbotts (1997)
938	659	1	Anaconda (1997)
939	1	1	Grosse Pointe Blank (1997)
940	225	1	Kissed (1996)
941	953	1	Paradise Road (1997)
942	548	1	All Over Me (1997)
943	458	1	Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)
944	53	1	Romy and Michele's High School Reunion (1997)
945	387	1	Volcano (1997)
946	675	1	Children of the Revolution (1996)
947	968	1	Austin Powers: International Man of Mystery (1997)
948	939	1	Breakdown (1997)
949	539	1	Turning, The (1992)
950	377	1	Fathers' Day (1997)
951	1	1	Fifth Element, The (1997)
952	392	1	Nowhere (1997)
953	524	1	Love! Valour! Compassion! (1997)
954	599	1	Shall We Dance? (Shall We Dansu?) (1996)
955	62	1	Second Jungle Book: Mowgli & Baloo, The (1997)
956	312	1	Addicted to Love (1997)
957	524	1	Brassed Off (1996)
958	600	1	Lost World: Jurassic Park, The (1997)
959	665	1	War at Home, The (1996)
960	288	1	Buddy (1997)
961	124	1	Con Air (1997)
962	649	1	Pillow Book, The (1996)
963	638	1	To Have, or Not (En avoir (ou pas)) (1995)
964	367	1	Speed 2: Cruise Control (1997)
965	855	1	Batman & Robin (1997)
966	47	1	Hercules (1997)
967	296	1	When the Cat's Away (Chacun cherche son chat) (1996)
968	604	1	Contempt (Mépris, Le) (1963)
969	579	1	Face/Off (1997)
970	954	1	Fall (1997)
971	49	1	Innocent Sleep, The (1996)
972	140	1	Men in Black (a.k.a. MIB) (1997)
973	348	1	Wild America (1997)
974	214	1	Simple Wish, A (1997)
975	167	1	Contact (1997)
976	308	1	Love Serenade (1996)
977	517	1	G.I. Jane (1997)
978	626	1	Conan the Barbarian (1982)
979	1	1	Cop Land (1997)
980	538	1	Event Horizon (1997)
981	1	1	Spawn (1997)
982	354	1	Air Bud (1997)
983	476	1	Picture Perfect (1997)
984	401	1	Free Willy 3: The Rescue (1997)
985	9	1	Conspiracy Theory (1997)
986	855	1	Desperate Measures (1998)
987	180	1	She's So Lovely (1997)
988	112	1	Mimic (1997)
989	147	1	Money Talks (1997)
990	143	1	Excess Baggage (1997)
991	626	1	Kull the Conqueror (1997)
992	206	1	Air Force One (1997)
993	824	1	187 (One Eight Seven) (1997)
994	287	1	Hunt for Red October, The (1990)
995	305	1	My Own Private Idaho (1991)
996	180	1	Kiss Me, Guido (1997)
997	890	1	In & Out (1997)
998	9	1	Edge, The (1997)
999	382	1	Peacemaker, The (1997)
1000	52	1	L.A. Confidential (1997)
1001	234	1	Seven Years in Tibet (1997)
1002	490	1	Kiss the Girls (1997)
1003	668	1	Soul Food (1997)
1004	773	1	Wishmaster (1997)
1005	202	1	Thousand Acres, A (1997)
1006	136	1	Game, The (1997)
1007	481	1	Fire Down Below (1997)
1008	37	1	U Turn (1997)
1009	797	1	MatchMaker, The (1997)
1010	476	1	Smile Like Yours, A (1997)
1011	199	1	Ulee's Gold (1997)
1012	104	1	Ice Storm, The (1997)
1013	132	1	Chasing Amy (1997)
1014	75	1	How to Be a Player (1997)
1015	49	1	Full Monty, The (1997)
1016	294	1	I Know What You Did Last Summer (1997)
1017	237	1	The Devil's Advocate (1997)
1018	552	1	RocketMan (a.k.a. Rocket Man) (1997)
1019	52	1	Playing God (1997)
1020	402	1	House of Yes, The (1997)
1021	499	1	Washington Square (1997)
1022	633	1	Telling Lies in America (1997)
1023	167	1	Gattaca (1997)
1024	281	1	FairyTale: A True Story (1997)
1025	51	1	Phantoms (1998)
1026	882	1	Swept from the Sea (1997)
1027	771	1	Life Less Ordinary, A (1997)
1028	607	1	Hurricane Streets (1997)
1029	668	1	Eve's Bayou (1997)
1030	14	1	Gang Related (1997)
1031	147	1	Stripes (1981)
1032	694	1	Bean (1997)
1033	18	1	Mad City (1997)
1034	214	1	One Night Stand (1997)
1035	459	1	Tango Lesson, The (1997)
1036	382	1	Welcome to Sarajevo (1997)
1037	88	1	Rainmaker, The (1997)
1038	676	1	Boogie Nights (1997)
1039	900	1	Witness (1985)
1040	36	1	Incognito (1997)
1041	497	1	Starship Troopers (1997)
1042	682	1	Joy Luck Club, The (1993)
1043	148	1	Chairman of the Board (1998)
1044	53	1	Sliding Doors (1998)
1045	44	1	Mortal Kombat: Annihilation (1997)
1046	74	1	Truman Show, The (1998)
1047	159	1	Wings of the Dove, The (1997)
1048	388	1	Mrs. Dalloway (1997)
1049	921	1	Red Corner (1997)
1050	931	1	Jackal, The (1997)
1051	411	1	Anastasia (1997)
1052	471	1	Man Who Knew Too Little, The (1997)
1053	755	1	Alien: Resurrection (1997)
1054	35	1	Amistad (1997)
1055	415	1	Apostle, The (1997)
1056	289	1	Artemisia (1997)
1057	55	1	Bent (1997)
1058	912	1	Deconstructing Harry (1997)
1059	770	1	For Richer or Poorer (1997)
1060	607	1	Good Will Hunting (1997)
1061	204	1	Home Alone 3 (1997)
1062	57	1	Midnight in the Garden of Good and Evil (1997)
1063	92	1	Mouse Hunt (1997)
1064	422	1	Office Killer (1997)
1065	272	1	Scream 2 (1997)
1066	471	1	Sweet Hereafter, The (1997)
1067	127	1	Titanic (1997)
1068	898	1	Tomorrow Never Dies (1997)
1069	241	1	Postman, The (1997)
1070	95	1	Horse Whisperer, The (1998)
1071	348	1	Winter Guest, The (1997)
1072	11	1	Jackie Brown (1997)
1073	843	1	Kundun (1997)
1074	211	1	Big Lebowski, The (1998)
1075	853	1	Afterglow (1997)
1076	353	1	My Life in Pink (Ma vie en rose) (1997)
1077	870	1	Great Expectations (1998)
1078	365	1	3 Ninjas: High Noon On Mega Mountain (1998)
1079	14	1	Caught Up (1998)
1080	14	1	Firestorm (1998)
1081	354	1	Wag the Dog (1997)
1082	944	1	Dark City (1998)
1083	1	1	Hard Rain (1998)
1084	711	1	Half Baked (1998)
1085	192	1	Fallen (1998)
1086	460	1	Prophecy II, The (1998)
1087	456	1	Fallen Angels (Duo luo tian shi) (1995)
1088	924	1	Spice World (1997)
1089	774	1	Deep Rising (1998)
1090	946	1	Music From Another Room (1998)
1091	582	1	Mother and Son (Mat i syn) (1997)
1092	424	1	Replacement Killers, The (1998)
1093	286	1	B. Monkey (1998)
1094	31	1	Night Flier (1997)
1095	901	1	Blues Brothers 2000 (1998)
1096	743	1	Wedding Singer, The (1998)
1097	254	1	Sphere (1998)
1098	419	1	Little City (1998)
1099	40	1	As Good as It Gets (1997)
1100	629	1	King of New York (1990)
1101	12	1	Twilight (1998)
1102	44	1	U.S. Marshals (1998)
1103	43	1	Callejón de los milagros, El (1995)
1104	545	1	In God's Hands (1998)
1105	234	1	Everest (1998)
1106	817	1	Hush (1998)
1107	163	1	Suicide Kings (1997)
1108	149	1	Man in the Iron Mask, The (1998)
1109	422	1	Wild Things (1998)
1110	163	1	Fireworks (Hana-bi) (1997)
1111	64	1	Primary Colors (1998)
1112	757	1	Niagara, Niagara (1997)
1113	344	1	Wide Awake (1998)
1114	318	1	Price Above Rubies, A (1998)
1115	180	1	Two Girls and a Guy (1997)
1116	320	1	Proposition, The (1998)
1117	422	1	Object of My Affection, The (1998)
1118	139	1	Chinese Box (1997)
1119	138	1	Lost in Space (1998)
1120	470	1	Heaven's Burning (1997)
1121	136	1	Spanish Prisoner, The (1997)
1122	771	1	City of Angels (1998)
1123	73	1	Last Days of Disco, The (1998)
1124	40	1	Odd Couple II, The (1998)
1125	171	1	He Got Game (1998)
1126	634	1	Gingerbread Man, The (1998)
1127	520	1	Illtown (1996)
1128	432	1	Slappy and the Stinkers (1998)
1129	59	1	Live Flesh (Carne trémula) (1997)
1130	397	1	Zero Effect (1998)
1131	469	1	Nil By Mouth (1997)
1132	829	1	Alan Smithee Film: Burn Hollywood Burn, An (1997)
1133	144	1	Krippendorf's Tribe (1998)
1134	324	1	Kurt & Courtney (1998)
1135	5	1	Mr. Nice Guy (Yat goh ho yan) (1997)
1136	803	1	Taste of Cherry (Ta'm e guilass) (1997)
1137	123	1	Character (Karakter) (1997)
1138	134	1	Species II (1998)
1139	438	1	Major League: Back to the Minors (1998)
1140	901	1	Wild Man Blues (1997)
1141	147	1	Black Dog (1998)
1142	699	1	Dancer, Texas Pop. 81 (1998)
1143	949	1	Misérables, Les (1998)
1144	49	1	Still Breathing (1997)
1145	880	1	Clockwatchers (1997)
1146	387	1	Deep Impact (1998)
1147	538	1	Hanging Garden, The (1997)
1148	150	1	Quest for Camelot (1998)
1149	751	1	Godzilla (1998)
1150	56	1	Bulworth (1998)
1151	916	1	Fear and Loathing in Las Vegas (1998)
1152	422	1	Opposite of Sex, The (1998)
1153	309	1	I Got the Hook Up (1998)
1154	552	1	Almost Heroes (1998)
1155	254	1	Hope Floats (1998)
1156	350	1	Insomnia (1997)
1157	432	1	Ugly, The (1997)
1158	38	1	Perfect Murder, A (1998)
1159	206	1	Six Days Seven Nights (1998)
1160	343	1	Can't Hardly Wait (1998)
1161	212	1	High Art (1998)
1162	843	1	Children of Heaven, The (Bacheha-Ye Aseman) (1997)
1163	178	1	Henry Fool (1997)
1164	280	1	Marie from the Bay of Angels (Marie Baie Des Anges) (1997)
1165	150	1	Mulan (1998)
1166	797	1	Resurrection Man (1998)
1167	539	1	X-Files: Fight the Future, The (1998)
1168	502	1	Out of Sight (1998)
1169	676	1	Picnic at Hanging Rock (1975)
1170	54	1	Smoke Signals (1998)
1171	323	1	Buffalo '66 (a.k.a. Buffalo 66) (1998)
1172	995	1	Armageddon (1998)
1173	164	1	Lethal Weapon 4 (1998)
1174	7	1	Madeline (1998)
1175	661	1	Small Soldiers (1998)
1176	198	1	Pi (1998)
1177	312	1	There's Something About Mary (1998)
1178	108	1	Plan 9 from Outer Space (1959)
1179	710	1	Wings (1927)
1180	255	1	Broadway Melody, The (1929)
1181	111	1	All Quiet on the Western Front (1930)
1182	103	1	Grand Hotel (1932)
1183	210	1	Cavalcade (1933)
1184	935	1	Mutiny on the Bounty (1935)
1185	99	1	Great Ziegfeld, The (1936)
1186	763	1	Life of Emile Zola, The (1937)
1187	10	1	You Can't Take It with You (1938)
1188	370	1	How Green Was My Valley (1941)
1189	232	1	Mrs. Miniver (1942)
1190	141	1	Going My Way (1944)
1191	584	1	Lost Weekend, The (1945)
1192	457	1	Best Years of Our Lives, The (1946)
1193	763	1	Gentleman's Agreement (1947)
1194	383	1	Greatest Show on Earth, The (1952)
1195	543	1	From Here to Eternity (1953)
1196	990	1	On the Waterfront (1954)
1197	127	1	Marty (1955)
1198	414	1	West Side Story (1961)
1199	366	1	Tom Jones (1963)
1200	992	1	Man for All Seasons, A (1966)
1201	471	1	In the Heat of the Night (1967)
1202	459	1	Oliver! (1968)
1203	185	1	Midnight Cowboy (1969)
1204	719	1	French Connection, The (1971)
1205	169	1	Rocky (1976)
1206	281	1	Kramer vs. Kramer (1979)
1207	53	1	Ordinary People (1980)
1208	210	1	Chariots of Fire (1981)
1209	159	1	Terms of Endearment (1983)
1210	834	1	Out of Africa (1985)
1211	355	1	Last Emperor, The (1987)
1212	770	1	Rain Man (1988)
1213	35	1	Driving Miss Daisy (1989)
1214	912	1	Take the Money and Run (1969)
1215	684	1	Repo Man (1984)
1216	876	1	Metropolitan (1990)
1217	84	1	Labyrinth (1986)
1218	264	1	Breakfast Club, The (1985)
1219	605	1	Nightmare on Elm Street 2: Freddy's Revenge, A (1985)
1220	605	1	Nightmare on Elm Street 3: Dream Warriors, A (1987)
1221	605	1	Nightmare on Elm Street 4: The Dream Master, A (1988)
1222	605	1	Nightmare on Elm Street 5: The Dream Child, A (1989)
1223	605	1	Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)
1224	777	1	Friday the 13th (1980)
1225	777	1	Friday the 13th Part 2 (1981)
1226	777	1	Friday the 13th Part 3: 3D (1982)
1227	777	1	Friday the 13th Part IV: The Final Chapter (1984)
1228	114	1	Friday the 13th Part V: A New Beginning (1985)
1229	777	1	Friday the 13th Part VI: Jason Lives (1986)
1230	777	1	Friday the 13th Part VII: The New Blood (1988)
1231	777	1	Friday the 13th Part VIII: Jason Takes Manhattan (1989)
1232	558	1	Halloween (1978)
1233	558	1	Halloween II (1981)
1234	270	1	Halloween III: Season of the Witch (1982)
1235	558	1	Halloween 4: The Return of Michael Myers (1988)
1236	558	1	Halloween 5: The Revenge of Michael Myers (1989)
1237	454	1	Prom Night (1980)
1238	454	1	Prom Night II (1987)
1239	454	1	Prom Night III: The Last Kiss (1989)
1240	790	1	Child's Play (1988)
1241	790	1	Child's Play 2 (1990)
1242	124	1	Child's Play 3 (1991)
1243	998	1	Poltergeist (1982)
1244	998	1	Poltergeist II: The Other Side (1986)
1245	459	1	Poltergeist III (1988)
1246	936	1	Exorcist, The (1973)
1247	501	1	Exorcist II: The Heretic (1977)
1248	501	1	Exorcist III, The (1990)
1249	352	1	Lethal Weapon (1987)
1250	352	1	Lethal Weapon 2 (1989)
1251	352	1	Lethal Weapon 3 (1992)
1252	68	1	Gremlins (1984)
1253	68	1	Gremlins 2: The New Batch (1990)
1254	432	1	Goonies, The (1985)
1255	338	1	Mask of Zorro, The (1998)
1256	529	1	Polish Wedding (1998)
1257	292	1	This World, Then the Fireworks (1997)
1258	386	1	Soylent Green (1973)
1259	550	1	Metropolis (1927)
